order_number,client_id,price,date,name,birthday,city,discount_rate,year
O578,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,624,2023-10-18,Клиент 61,1976-05-13,Омск,41,2023
O579,32e1dae0-1c94-467c-8100-cf614abaa656,796,2023-05-23,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O580,226c4242-cb78-4f14-a0b3-e3d47f971e65,380,2023-11-10,Клиент 90,1987-08-01,Омск,41,2023
O581,9ced20f2-f69e-4f4e-8305-249c2eb111cd,414,2023-12-26,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O582,4e1fd602-c679-438f-b2c5-b359d7d1e58b,776,2023-06-04,Клиент 41,2000-12-06,Рязань,30,2023
O583,655155c0-6c6d-476c-9de0-c29b2c6917d5,982,2023-04-22,Клиент 88,1962-04-18,Москва,36,2023
O584,655155c0-6c6d-476c-9de0-c29b2c6917d5,722,2023-04-24,Клиент 88,1962-04-18,Москва,36,2023
O585,8980b13b-efe6-42ed-9fc8-53a7ab626a91,819,2023-10-12,Клиент 86,1980-01-13,Москва,36,2023
O586,1d782e19-845b-4810-8197-f2090722c268,451,2023-12-15,Клиент 93,1979-03-01,Омск,41,2023
O587,655155c0-6c6d-476c-9de0-c29b2c6917d5,965,2023-09-06,Клиент 88,1962-04-18,Москва,36,2023
O588,c84a18f7-171a-4dfd-8f50-c61bca9f805c,549,2023-05-30,Клиент 16,2006-09-30,Новосибирск,28,2023
O589,12f1803f-28d6-40d2-bb08-443fcf71a6bd,597,2023-04-17,Клиент 59,1976-08-24,Москва,36,2023
O590,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,549,2023-10-26,Клиент 47,1960-03-08,Рязань,30,2023
O591,1b6bce7c-8a6d-474d-853c-dcdc73191cce,630,2023-09-17,Клиент 78,1995-01-05,Санкт-Петербург,37,2023
O592,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,898,2023-10-17,Клиент 60,1993-03-10,Санкт-Петербург,37,2023
O593,b1113844-4bb7-4866-8917-794fa4d2fbcf,510,2023-09-17,Клиент 76,1991-12-14,Новосибирск,28,2023
O594,3f95cb87-c246-42eb-98d8-c398e4d07a62,188,2023-07-06,Клиент 21,1972-05-12,Новосибирск,28,2023
O595,b16a7054-5b4b-4adb-83af-ad6dd132c28f,807,2023-01-25,Клиент 52,1973-01-19,Рязань,30,2023
O596,c84a18f7-171a-4dfd-8f50-c61bca9f805c,803,2023-06-11,Клиент 16,2006-09-30,Новосибирск,28,2023
O597,e960b580-dfab-4ade-8775-573f51141494,331,2023-09-10,Клиент 69,1997-11-22,Новосибирск,28,2023
O598,226c4242-cb78-4f14-a0b3-e3d47f971e65,210,2023-09-29,Клиент 90,1987-08-01,Омск,41,2023
O599,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,374,2023-03-11,Клиент 89,1960-07-07,Москва,36,2023
O600,474ffbab-5bed-4667-951c-c7d09e1b0acf,782,2023-09-01,Клиент 57,1986-12-20,Новосибирск,28,2023
O601,a4c0cac6-c545-4305-b420-a425fba9bce7,146,2023-04-02,Клиент 37,1963-02-06,Москва,36,2023
O602,4201afc1-0ca8-4454-9926-fe79109af705,850,2023-01-08,Клиент 75,1979-04-18,Новосибирск,28,2023
O603,2e17807d-f5b8-40d0-86e7-83650f1e676f,215,2023-08-03,Клиент 4,1998-03-20,Новосибирск,28,2023
O604,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,17,2023-03-06,Клиент 17,2003-07-24,Омск,41,2023
O605,984b1240-267a-44c1-b8cd-d430a7c75b01,442,2023-05-03,Клиент 72,1997-04-23,Новосибирск,28,2023
O606,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,136,2023-08-17,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O607,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,447,2023-04-01,Клиент 67,1986-06-17,Новосибирск,28,2023
O608,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,334,2023-01-13,Клиент 2,2002-02-17,Рязань,30,2023
O609,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,760,2023-08-15,Клиент 0,1991-02-04,Новосибирск,28,2023
O610,f54c11c1-a696-4c45-9ffa-9a2c1e702cb3,81,2023-04-06,Клиент 0,1991-02-04,Новосибирск,28,2023
O611,29976bd7-d71a-43a6-9404-f3b5e920d76e,455,2023-01-05,Клиент 66,1979-10-12,Омск,41,2023
O612,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,575,2023-09-23,Клиент 40,1969-09-10,Новосибирск,28,2023
O613,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,19,2023-03-16,Клиент 12,1997-09-23,Москва,36,2023
O614,28bdef79-d755-4faa-bfe1-e520abd42e56,199,2023-09-20,Клиент 94,2004-10-22,Москва,36,2023
O615,29976bd7-d71a-43a6-9404-f3b5e920d76e,661,2023-08-19,Клиент 66,1979-10-12,Омск,41,2023
O616,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,752,2023-10-31,Клиент 60,1993-03-10,Санкт-Петербург,37,2023
O617,4e666f67-ebc4-4d8a-9132-3c183c729ccc,717,2023-10-22,Клиент 24,2006-04-20,Рязань,30,2023
O618,29976bd7-d71a-43a6-9404-f3b5e920d76e,134,2023-04-06,Клиент 66,1979-10-12,Омск,41,2023
O619,6a7f3add-e606-4442-8fb4-e6d0f1fb5096,774,2023-08-01,Клиент 2,2002-02-17,Рязань,30,2023
O620,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,538,2023-07-15,Клиент 34,1954-12-26,Новосибирск,28,2023
O621,575eab93-45c1-4327-b57b-ad359da78ac5,960,2023-11-01,Клиент 55,1959-10-09,Рязань,30,2023
O622,655155c0-6c6d-476c-9de0-c29b2c6917d5,74,2023-01-08,Клиент 88,1962-04-18,Москва,36,2023
O623,cf8abd58-0113-409a-b3ec-579cef6e046d,422,2023-09-04,Клиент 11,2010-04-11,Рязань,30,2023
O624,e960b580-dfab-4ade-8775-573f51141494,269,2023-01-22,Клиент 69,1997-11-22,Новосибирск,28,2023
O625,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,251,2023-02-01,Клиент 1,1980-11-18,Новосибирск,28,2023
O626,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,482,2023-10-16,Клиент 34,1954-12-26,Новосибирск,28,2023
O627,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,601,2023-02-18,Клиент 12,1997-09-23,Москва,36,2023
O628,984b1240-267a-44c1-b8cd-d430a7c75b01,943,2023-06-30,Клиент 72,1997-04-23,Новосибирск,28,2023
O629,216d9c79-b849-4826-ba8f-9711ba0fcefa,105,2023-03-14,Клиент 31,1955-06-22,Рязань,30,2023
O630,384f440d-bd59-4c27-8e2a-0bad07d0a670,647,2023-01-19,Клиент 73,1952-04-02,Омск,41,2023
O631,b1113844-4bb7-4866-8917-794fa4d2fbcf,743,2023-01-08,Клиент 76,1991-12-14,Новосибирск,28,2023
O632,c29608d0-f5a8-40a9-8caa-1df5d74aabe5,67,2023-09-06,Клиент 67,1986-06-17,Новосибирск,28,2023
O633,4e1fd602-c679-438f-b2c5-b359d7d1e58b,502,2023-01-06,Клиент 41,2000-12-06,Рязань,30,2023
O634,7e02d3e9-24c5-4c6a-aeb0-2d27cd681d7c,473,2023-03-22,Клиент 42,1975-09-23,Санкт-Петербург,37,2023
O635,a4e6cd52-023f-4994-b6c2-d889aea4dd34,271,2023-04-17,Клиент 10,1955-10-03,Новосибирск,28,2023
O636,226c4242-cb78-4f14-a0b3-e3d47f971e65,67,2023-12-18,Клиент 90,1987-08-01,Омск,41,2023
O637,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,724,2023-07-14,Клиент 65,2010-12-22,Москва,36,2023
O638,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,746,2023-10-17,Клиент 63,1985-04-08,Новосибирск,28,2023
O639,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,918,2023-10-20,Клиент 65,2010-12-22,Москва,36,2023
O640,1751f1a2-7c0f-40d1-ac31-31e49122f7be,302,2023-09-14,Клиент 91,1951-03-03,Рязань,30,2023
O641,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,123,2023-02-27,Клиент 15,2005-01-02,Рязань,30,2023
O642,d84c1eb1-f5e9-41c8-9c8d-4d27c137721c,43,2023-08-10,Клиент 63,1985-04-08,Новосибирск,28,2023
O643,c95a8db2-1ef2-48a7-8357-0eee018d636c,925,2023-04-24,Клиент 6,1962-09-08,Рязань,30,2023
O644,4e1fd602-c679-438f-b2c5-b359d7d1e58b,479,2023-01-12,Клиент 41,2000-12-06,Рязань,30,2023
O645,cad18e62-8520-4e08-99d9-73aa46dcf71a,705,2023-09-07,Клиент 77,1975-05-07,Москва,36,2023
O646,5d45cdf1-4e3b-443b-8495-ca498ed8bc3c,429,2023-08-17,Клиент 17,2003-07-24,Омск,41,2023
O647,40b78282-b558-486c-b0d3-0d6ff84dc360,922,2023-12-09,Клиент 81,1999-03-22,Москва,36,2023
O648,cf8abd58-0113-409a-b3ec-579cef6e046d,282,2023-02-14,Клиент 11,2010-04-11,Рязань,30,2023
O649,50eae8f1-6a18-42d7-b04e-7e1fc5ba2e20,745,2023-10-04,Клиент 71,1995-09-25,Москва,36,2023
O650,384f440d-bd59-4c27-8e2a-0bad07d0a670,884,2023-02-26,Клиент 73,1952-04-02,Омск,41,2023
O651,1d35f8c6-40b9-4e0c-9355-4150182a3991,493,2023-05-18,Клиент 33,2004-05-05,Омск,41,2023
O652,3a63dc54-4171-44df-b611-05fc6835799e,977,2023-05-21,Клиент 68,2004-11-14,Москва,36,2023
O653,216d9c79-b849-4826-ba8f-9711ba0fcefa,117,2023-04-13,Клиент 31,1955-06-22,Рязань,30,2023
O654,4512f211-9c1b-4b27-b4b4-5df451cc6066,497,2023-01-21,Клиент 9,2008-08-02,Санкт-Петербург,37,2023
O655,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,135,2023-01-21,Клиент 51,1963-06-11,Москва,36,2023
O656,984b1240-267a-44c1-b8cd-d430a7c75b01,869,2023-09-20,Клиент 72,1997-04-23,Новосибирск,28,2023
O657,206e5437-09af-4235-aa67-85003a57f2f2,186,2023-07-17,Клиент 80,1977-12-02,Рязань,30,2023
O658,3fb4e004-de74-4ce3-9180-90e1788f7dfb,684,2023-11-06,Клиент 22,1996-07-09,Москва,36,2023
O659,ba596613-2837-4f10-b401-ddc1638ef6c3,257,2023-11-16,Клиент 7,1998-07-30,Рязань,30,2023
O660,2e17807d-f5b8-40d0-86e7-83650f1e676f,367,2023-04-20,Клиент 4,1998-03-20,Новосибирск,28,2023
O661,4e1fd602-c679-438f-b2c5-b359d7d1e58b,220,2023-01-26,Клиент 41,2000-12-06,Рязань,30,2023
O662,2e17807d-f5b8-40d0-86e7-83650f1e676f,120,2023-02-18,Клиент 4,1998-03-20,Новосибирск,28,2023
O663,d2fdd32e-6735-4125-bf84-3534d0b46dd1,532,2023-01-24,Клиент 36,1957-11-17,Новосибирск,28,2023
O664,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,61,2023-12-07,Клиент 40,1969-09-10,Новосибирск,28,2023
O665,62612b69-051a-4e9c-9570-5b0aea82bb2d,125,2023-12-14,Клиент 64,1959-03-29,Новосибирск,28,2023
O666,9ced20f2-f69e-4f4e-8305-249c2eb111cd,984,2023-04-16,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O667,cad18e62-8520-4e08-99d9-73aa46dcf71a,114,2023-03-12,Клиент 77,1975-05-07,Москва,36,2023
O668,3fb4e004-de74-4ce3-9180-90e1788f7dfb,370,2023-04-10,Клиент 22,1996-07-09,Москва,36,2023
O669,4512f211-9c1b-4b27-b4b4-5df451cc6066,994,2023-04-04,Клиент 9,2008-08-02,Санкт-Петербург,37,2023
O670,3a63dc54-4171-44df-b611-05fc6835799e,153,2023-02-04,Клиент 68,2004-11-14,Москва,36,2023
O671,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,930,2023-08-01,Клиент 56,1958-03-14,Москва,36,2023
O672,77aab275-1898-409d-8138-71a760fd60d6,20,2023-07-19,Клиент 53,2009-05-22,Москва,36,2023
O673,926c400e-e774-4e19-972b-c35c5e3cbfb0,105,2023-02-11,Клиент 49,1979-03-18,Москва,36,2023
O674,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,463,2023-06-23,Клиент 15,2005-01-02,Рязань,30,2023
O675,1d35f8c6-40b9-4e0c-9355-4150182a3991,173,2023-09-13,Клиент 33,2004-05-05,Омск,41,2023
O676,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,647,2023-06-09,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O677,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,863,2023-04-27,Клиент 34,1954-12-26,Новосибирск,28,2023
O678,3fb4e004-de74-4ce3-9180-90e1788f7dfb,688,2023-07-13,Клиент 22,1996-07-09,Москва,36,2023
O679,caa30c78-aa6a-4382-8d21-188952c4083b,423,2023-07-05,Клиент 8,1969-09-06,Новосибирск,28,2023
O680,ba596613-2837-4f10-b401-ddc1638ef6c3,823,2023-05-21,Клиент 7,1998-07-30,Рязань,30,2023
O681,9ced20f2-f69e-4f4e-8305-249c2eb111cd,139,2023-09-11,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O682,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,603,2023-04-26,Клиент 61,1976-05-13,Омск,41,2023
O683,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,411,2023-10-31,Клиент 61,1976-05-13,Омск,41,2023
O684,c95a8db2-1ef2-48a7-8357-0eee018d636c,708,2023-02-15,Клиент 6,1962-09-08,Рязань,30,2023
O685,655155c0-6c6d-476c-9de0-c29b2c6917d5,141,2023-11-04,Клиент 88,1962-04-18,Москва,36,2023
O686,4e1fd602-c679-438f-b2c5-b359d7d1e58b,362,2023-05-28,Клиент 41,2000-12-06,Рязань,30,2023
O687,b5d19d0e-b107-44bf-885f-9161dff0d01a,409,2023-11-18,Клиент 58,1987-01-12,Москва,36,2023
O688,86f52483-c6ca-4832-9adb-d838c21bf8ca,24,2023-08-18,Клиент 46,2010-06-20,Омск,41,2023
O689,1751f1a2-7c0f-40d1-ac31-31e49122f7be,181,2023-06-15,Клиент 91,1951-03-03,Рязань,30,2023
O690,e960b580-dfab-4ade-8775-573f51141494,656,2023-03-05,Клиент 69,1997-11-22,Новосибирск,28,2023
O691,cad18e62-8520-4e08-99d9-73aa46dcf71a,285,2023-09-11,Клиент 77,1975-05-07,Москва,36,2023
O692,8980b13b-efe6-42ed-9fc8-53a7ab626a91,409,2023-05-22,Клиент 86,1980-01-13,Москва,36,2023
O693,44fa35b5-c799-463e-bcb4-a460ae4c3290,623,2023-02-06,Клиент 70,1989-09-15,Омск,41,2023
O694,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,785,2023-09-11,Клиент 19,1976-03-08,Москва,36,2023
O695,28bdef79-d755-4faa-bfe1-e520abd42e56,514,2023-07-04,Клиент 94,2004-10-22,Москва,36,2023
O696,adc33787-36b2-406e-aca0-7bef6436120b,181,2023-04-13,Клиент 27,1960-07-07,Омск,41,2023
O697,32e1dae0-1c94-467c-8100-cf614abaa656,795,2023-07-29,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O698,fda8a72b-0d3e-4a40-85c6-9137d7d86ba0,58,2023-07-16,Клиент 1,1980-11-18,Новосибирск,28,2023
O699,293223d7-ce1d-4963-9749-c097e2440abf,258,2023-06-03,Клиент 13,1961-11-20,Рязань,30,2023
O700,bc8ed658-2b87-4abf-832e-f047088492bd,980,2023-07-27,Клиент 45,1982-08-10,Омск,41,2023
O701,216d9c79-b849-4826-ba8f-9711ba0fcefa,554,2023-11-28,Клиент 31,1955-06-22,Рязань,30,2023
O702,bc8ed658-2b87-4abf-832e-f047088492bd,270,2023-01-08,Клиент 45,1982-08-10,Омск,41,2023
O703,b5d19d0e-b107-44bf-885f-9161dff0d01a,588,2023-04-26,Клиент 58,1987-01-12,Москва,36,2023
O704,e960b580-dfab-4ade-8775-573f51141494,320,2023-03-06,Клиент 69,1997-11-22,Новосибирск,28,2023
O705,b1113844-4bb7-4866-8917-794fa4d2fbcf,78,2023-05-04,Клиент 76,1991-12-14,Новосибирск,28,2023
O706,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,26,2023-02-07,Клиент 26,1976-05-10,Рязань,30,2023
O707,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,955,2023-04-30,Клиент 51,1963-06-11,Москва,36,2023
O708,cad18e62-8520-4e08-99d9-73aa46dcf71a,35,2023-04-20,Клиент 77,1975-05-07,Москва,36,2023
O709,575eab93-45c1-4327-b57b-ad359da78ac5,877,2023-03-08,Клиент 55,1959-10-09,Рязань,30,2023
O710,29976bd7-d71a-43a6-9404-f3b5e920d76e,297,2023-07-07,Клиент 66,1979-10-12,Омск,41,2023
O711,c95a8db2-1ef2-48a7-8357-0eee018d636c,97,2023-03-02,Клиент 6,1962-09-08,Рязань,30,2023
O712,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,191,2023-08-03,Клиент 43,1960-07-06,Рязань,30,2023
O713,815fbf47-4a93-4bd1-8165-4d59a9945990,92,2023-04-29,Клиент 50,1995-01-25,Новосибирск,28,2023
O714,9ced20f2-f69e-4f4e-8305-249c2eb111cd,147,2023-11-04,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O715,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,471,2023-04-14,Клиент 35,2007-09-06,Омск,41,2023
O716,3a63dc54-4171-44df-b611-05fc6835799e,807,2023-01-24,Клиент 68,2004-11-14,Москва,36,2023
O717,cad18e62-8520-4e08-99d9-73aa46dcf71a,447,2023-08-04,Клиент 77,1975-05-07,Москва,36,2023
O718,28bdef79-d755-4faa-bfe1-e520abd42e56,982,2023-11-25,Клиент 94,2004-10-22,Москва,36,2023
O719,3a63dc54-4171-44df-b611-05fc6835799e,673,2023-12-06,Клиент 68,2004-11-14,Москва,36,2023
O720,caa30c78-aa6a-4382-8d21-188952c4083b,984,2023-11-26,Клиент 8,1969-09-06,Новосибирск,28,2023
O721,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,609,2023-01-20,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O722,19f43080-29a9-446d-93d2-c85600f5fc4f,82,2023-09-17,Клиент 25,2003-08-16,Омск,41,2023
O723,1751f1a2-7c0f-40d1-ac31-31e49122f7be,885,2023-08-03,Клиент 91,1951-03-03,Рязань,30,2023
O724,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,306,2023-06-11,Клиент 12,1997-09-23,Москва,36,2023
O725,314ed1d0-b8a0-4c9b-84e0-1d66d678db68,746,2023-04-13,Клиент 56,1958-03-14,Москва,36,2023
O726,216d9c79-b849-4826-ba8f-9711ba0fcefa,702,2023-05-03,Клиент 31,1955-06-22,Рязань,30,2023
O727,ba596613-2837-4f10-b401-ddc1638ef6c3,820,2023-06-16,Клиент 7,1998-07-30,Рязань,30,2023
O728,bc8ed658-2b87-4abf-832e-f047088492bd,565,2023-07-07,Клиент 45,1982-08-10,Омск,41,2023
O729,206e5437-09af-4235-aa67-85003a57f2f2,90,2023-10-05,Клиент 80,1977-12-02,Рязань,30,2023
O730,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,187,2023-03-11,Клиент 34,1954-12-26,Новосибирск,28,2023
O731,eb993948-9104-4f2e-bec1-d02ad867f8ad,450,2023-09-01,Клиент 87,1967-04-20,Омск,41,2023
O732,ad84dff0-e508-418f-a979-f8ab512d7d8b,568,2023-04-14,Клиент 28,1999-07-01,Рязань,30,2023
O733,0fb7f7c5-d239-429b-b402-1bec6aa72b2d,146,2023-03-01,Клиент 5,2009-09-19,Москва,36,2023
O734,3f95cb87-c246-42eb-98d8-c398e4d07a62,785,2023-02-02,Клиент 21,1972-05-12,Новосибирск,28,2023
O735,7ac66cf7-d489-45a7-bf92-2d8d0eccf9cf,775,2023-03-07,Клиент 39,1961-05-21,Санкт-Петербург,37,2023
O736,815fbf47-4a93-4bd1-8165-4d59a9945990,74,2023-08-15,Клиент 50,1995-01-25,Новосибирск,28,2023
O737,9ced20f2-f69e-4f4e-8305-249c2eb111cd,905,2023-06-08,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O738,db935903-dd3e-4960-85d8-9ea5335b6f29,969,2023-06-09,Клиент 95,1995-05-07,Омск,41,2023
O739,4201afc1-0ca8-4454-9926-fe79109af705,681,2023-04-06,Клиент 75,1979-04-18,Новосибирск,28,2023
O740,86f52483-c6ca-4832-9adb-d838c21bf8ca,366,2023-07-23,Клиент 46,2010-06-20,Омск,41,2023
O741,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,274,2023-06-11,Клиент 48,1972-01-26,Новосибирск,28,2023
O742,1d782e19-845b-4810-8197-f2090722c268,34,2023-12-24,Клиент 93,1979-03-01,Омск,41,2023
O743,dc33f6e5-41a4-41f1-9d2a-c80eb625d03f,1000,2023-07-03,Клиент 62,1999-10-22,Москва,36,2023
O744,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,624,2023-12-24,Клиент 34,1954-12-26,Новосибирск,28,2023
O745,4e666f67-ebc4-4d8a-9132-3c183c729ccc,176,2023-11-15,Клиент 24,2006-04-20,Рязань,30,2023
O746,bc6cd679-a1c3-4002-89f0-9d3f77725b1b,710,2023-10-18,Клиент 34,1954-12-26,Новосибирск,28,2023
O747,32e1dae0-1c94-467c-8100-cf614abaa656,284,2023-07-17,Клиент 82,1990-08-20,Санкт-Петербург,37,2023
O748,cf8abd58-0113-409a-b3ec-579cef6e046d,621,2023-11-03,Клиент 11,2010-04-11,Рязань,30,2023
O749,1cbd1897-fb4d-42b4-be34-42340bacdd12,808,2023-04-15,Клиент 99,1977-04-08,Санкт-Петербург,37,2023
O750,8980b13b-efe6-42ed-9fc8-53a7ab626a91,324,2023-02-01,Клиент 86,1980-01-13,Москва,36,2023
O751,ddb826b1-a18c-4a95-ad54-fd2c779d5df3,23,2023-11-01,Клиент 12,1997-09-23,Москва,36,2023
O752,cf8abd58-0113-409a-b3ec-579cef6e046d,477,2023-11-25,Клиент 11,2010-04-11,Рязань,30,2023
O753,bdeaefcc-7ac9-4e32-9de1-05ea68f361f2,84,2023-08-12,Клиент 60,1993-03-10,Санкт-Петербург,37,2023
O754,4512f211-9c1b-4b27-b4b4-5df451cc6066,859,2023-05-05,Клиент 9,2008-08-02,Санкт-Петербург,37,2023
O755,a216b9bf-45d6-4c67-a1c8-bf5688a8a6fc,331,2023-08-09,Клиент 26,1976-05-10,Рязань,30,2023
O756,bc8ed658-2b87-4abf-832e-f047088492bd,669,2023-02-24,Клиент 45,1982-08-10,Омск,41,2023
O757,f308f5d4-98c6-4786-9463-8991e21faed4,926,2023-06-01,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O758,384f440d-bd59-4c27-8e2a-0bad07d0a670,603,2023-09-13,Клиент 73,1952-04-02,Омск,41,2023
O759,b88d78ab-90f2-4401-bd9d-6f57a8eca5c3,481,2023-01-19,Клиент 19,1976-03-08,Москва,36,2023
O760,77aab275-1898-409d-8138-71a760fd60d6,280,2023-09-15,Клиент 53,2009-05-22,Москва,36,2023
O761,cb49a63e-2fc8-49df-a08d-c34adc4a6da4,212,2023-03-11,Клиент 89,1960-07-07,Москва,36,2023
O762,950e0357-06da-4291-83ac-1884b17567cb,860,2023-05-12,Клиент 97,1959-03-25,Москва,36,2023
O763,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,252,2023-06-01,Клиент 48,1972-01-26,Новосибирск,28,2023
O764,815fbf47-4a93-4bd1-8165-4d59a9945990,111,2023-10-23,Клиент 50,1995-01-25,Новосибирск,28,2023
O765,62c7bb24-ebc3-4de0-b965-2e0ca78ae3fd,581,2023-08-19,Клиент 40,1969-09-10,Новосибирск,28,2023
O766,5756bdb5-b700-43e6-8b6c-dfb7e35bf786,914,2023-12-04,Клиент 61,1976-05-13,Омск,41,2023
O767,77aab275-1898-409d-8138-71a760fd60d6,644,2023-04-07,Клиент 53,2009-05-22,Москва,36,2023
O768,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,740,2023-05-22,Клиент 15,2005-01-02,Рязань,30,2023
O769,72634e02-e4ec-46f4-a542-7c8712f219f8,804,2023-06-02,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O770,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,443,2023-07-29,Клиент 51,1963-06-11,Москва,36,2023
O771,6e9f3596-24ff-424c-bd77-82d8a9aa0ddc,79,2023-08-18,Клиент 38,1952-01-25,Санкт-Петербург,37,2023
O772,3c22aa6b-5f58-4c99-a6b0-6d240b5b6374,977,2023-04-28,Клиент 48,1972-01-26,Новосибирск,28,2023
O773,3f5d2ddb-394a-4dc0-8ee6-6fd757084638,618,2023-10-20,Клиент 35,2007-09-06,Омск,41,2023
O774,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,724,2023-08-25,Клиент 65,2010-12-22,Москва,36,2023
O775,8980b13b-efe6-42ed-9fc8-53a7ab626a91,123,2023-11-15,Клиент 86,1980-01-13,Москва,36,2023
O776,9ced20f2-f69e-4f4e-8305-249c2eb111cd,792,2023-03-18,Клиент 54,1953-04-03,Санкт-Петербург,37,2023
O777,984b1240-267a-44c1-b8cd-d430a7c75b01,625,2023-03-11,Клиент 72,1997-04-23,Новосибирск,28,2023
O778,c57a7ad9-26c4-4be0-b857-7ec1c3ba47c6,189,2023-05-19,Клиент 30,1966-11-10,Рязань,30,2023
O779,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,299,2023-01-23,Клиент 43,1960-07-06,Рязань,30,2023
O780,5cfd7dd7-44f3-45ac-9dbe-9519450b107f,278,2023-09-25,Клиент 43,1960-07-06,Рязань,30,2023
O781,72634e02-e4ec-46f4-a542-7c8712f219f8,310,2023-10-18,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O782,ab313ab0-dd5d-4eaa-a3f7-06df35ddb1d5,348,2023-04-04,Клиент 51,1963-06-11,Москва,36,2023
O783,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,453,2023-03-26,Клиент 47,1960-03-08,Рязань,30,2023
O784,f308f5d4-98c6-4786-9463-8991e21faed4,102,2023-11-04,Клиент 98,1980-05-21,Санкт-Петербург,37,2023
O785,72634e02-e4ec-46f4-a542-7c8712f219f8,75,2023-05-07,Клиент 18,1966-05-25,Санкт-Петербург,37,2023
O786,cfd9538b-14c5-4324-b26c-b1c3e05a2a92,96,2023-09-14,Клиент 15,2005-01-02,Рязань,30,2023
O787,ad84dff0-e508-418f-a979-f8ab512d7d8b,15,2023-04-15,Клиент 28,1999-07-01,Рязань,30,2023
O788,77aab275-1898-409d-8138-71a760fd60d6,70,2023-12-12,Клиент 53,2009-05-22,Москва,36,2023
O789,b2a7a983-fbcc-4c0e-8a73-8ae2fb29990f,664,2023-12-27,Клиент 83,1969-05-08,Санкт-Петербург,37,2023
O790,f1e1214f-eeb9-4e31-84ef-64802d6a7c78,947,2023-12-14,Клиент 96,1952-12-13,Рязань,30,2023
O791,66323dee-d8fc-4b07-a07e-93dc31a3425c,822,2023-01-27,Клиент 14,1989-11-30,Новосибирск,28,2023
O792,7b807838-eeeb-4f72-bf0d-b03ef684d4c4,821,2023-10-16,Клиент 65,2010-12-22,Москва,36,2023
O793,7ff29597-ea8a-4d1e-b775-4f459e2f2ad9,970,2023-07-13,Клиент 47,1960-03-08,Рязань,30,2023
O794,28bdef79-d755-4faa-bfe1-e520abd42e56,413,2023-11-02,Клиент 94,2004-10-22,Москва,36,2023
